,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,5.0,5.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
mean,3.9480000000000004,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,43902.28528528529,0.0,0.0,0.0,3455797.7977977977,688371.3713713713,5017918.918918919,43902.28528528529
std,0.00836660026534079,0.0,0.0,0.0,0.0,0.0,587.749230547955,0.0,0.0,0.0,40904.125098274206,8206.94395493109,2927.3830592499507,587.749230547955
min,3.94,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,41868.0,0.0,0.0,0.0,2996000.0,597000.0,5010000.0,41868.0
25%,3.94,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,43329.0,0.0,0.0,0.0,3458000.0,688000.0,5019000.0,43329.0
50%,3.95,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,43816.0,0.0,0.0,0.0,3458000.0,689000.0,5019000.0,43816.0
75%,3.95,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,44303.0,0.0,0.0,0.0,3461000.0,689000.0,5019000.0,44303.0
max,3.96,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,45277.0,0.0,0.0,0.0,3587000.0,714000.0,5019000.0,45277.0
