howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel
4,cpu,hash,600000,3740000.0,3744000.0,3748000.0,3767000.0,3745488.926746167,3725000.0,4.8675,4.875,4.8825,4.9,4.876666666666667,4.86,1.0075757575757576
4,cpu,hash,700000,4000000.0,4003000.0,4003000.0,4014999.0,4002631.3684210526,3977000.0,4.1775,4.18,4.2125,4.22,4.19,4.17,0.865702479338843
4,cpu,hash,800000,4210000.0,4213000.0,4221000.0,4236000.0,4214188.583078492,4187000.0,3.66,3.67,3.68,3.7,3.670500000000001,3.65,0.7583677685950415
4,cpu,hash,900000,4419000.0,4427000.0,4435000.0,4477000.0,4427703.109327984,4397000.0,3.26,3.26,3.2625,3.27,3.2604999999999995,3.25,0.6736570247933884
4,cpu,hash,1000000,4633000.0,4641000.0,4648000.0,4683000.0,4639286.860581745,4606000.0,2.94,2.95,2.95,2.97,2.9475,2.93,0.608987603305785
4,cpu,hash,1100000,4847000.0,4855000.0,4862000.0,4912000.0,4856810.240963856,4820000.0,2.66,2.67,2.67,2.68,2.668,2.66,0.5512396694214876
4,cpu,hash,1200000,5076000.0,5084000.0,5091000.0,5103000.0,5082590.361445783,5045000.0,2.45,2.45,2.46,2.47,2.455,2.44,0.5072314049586777
4,cpu,hash,1300000,5305000.0,5316000.0,5332000.0,5347000.0,5317125.376128385,5267000.0,2.27,2.28,2.29,2.3,2.2795,2.26,0.4709710743801653
4,cpu,hash,1400000,5545000.0,5561000.0,5568000.0,5641000.0,5559158.475426279,5503000.0,2.11,2.11,2.11,2.13,2.112,2.1,0.4363636363636364
4,cpu,hash,1500000,5786000.0,5801000.0,5805000.0,5828000.0,5794320.641282565,5729000.0,1.97,1.98,1.98,1.99,1.9785,1.97,0.4087809917355371
