frequency,power,task,island,voltage,time,howmany,time_rel
200000,9238.804824561405,idle,little,918552.6315789474,2.01,1,1.0
300000,11662.326754385966,idle,little,918366.2280701754,2.0016666666666665,1,0.995854063018242
400000,14739.322368421052,idle,little,917889.254385965,2.0,1,0.9950248756218908
500000,17003.47587719298,idle,little,918092.105263158,2.0,1,0.9950248756218908
600000,21402.447368421053,idle,little,954964.3640350878,2.0,1,0.9950248756218908
700000,27034.129385964912,idle,little,991600.8771929824,2.0,1,0.9950248756218908
800000,33128.20175438596,idle,little,1028750.0,2.0,1,0.9950248756218908
900000,39642.149122807015,idle,little,1066219.846491228,2.0,1,0.9950248756218908
1000000,47670.88596491228,idle,little,1103750.0,2.0,1,0.9950248756218908
1100000,56177.60745614035,idle,little,1140002.74122807,2.0,1,0.9950248756218908
1200000,65394.866228070176,idle,little,1176551.535087719,2.0,1,0.9950248756218908
1300000,79200.67543859649,idle,little,1226250.0,2.0,1,0.9950248756218908
1400000,93324.00438596492,idle,little,1275098.6842105263,2.0,1,0.9950248756218908
1500000,109331.9846491228,idle,little,1312264.254385965,2.0,1,0.9950248756218908
